1   1   456.8672981 1.4920222340692144
1   2   456.7531823 1.214193698883012
1   4   457.2622988 1.2342675436971353
1   8   457.5259146 1.3097633061491072
1   16  457.96423369999997  1.1578151770555651
1   32  456.5028681 0.7036027360955115
1   64  456.97330439999996  0.6945351241868478
1   128 457.5880773 1.3329059069376992
1   256 457.2096748 1.1223817676717491
1   512 457.45482530000004  1.5293797568763652
1   1024    457.6772524 0.8865783489027013
1   2048    457.15708   1.3072549342195652

2   1   234.7117279 1.1933865941715995
2   2   234.5224388 0.7794382560043868
2   4   236.96980390000002  1.3424376820873625
2   8   237.1616014 1.226059557440029
2   16  236.7773065 0.823731116065461
2   32  237.7788247 1.0719797305151857
2   64  237.0178771 1.1791761512362307
2   128 237.8211221 1.5016898657600675
2   256 374.876513  1.565385760650837
2   512 378.3067567 0.9506979067243231
2   1024    448.6891993 1.394092524147594
2   2048    456.48767039999996  0.7853232623839943

4   1   129.901476  4.5319521424549265
4   2   135.7125168 8.894138058946588
4   4   133.3427457 4.852057698649286
4   8   140.8774553 11.080676871969935
4   16  146.0475279 8.21371876536731
4   32  154.3243404 6.987420143117647
4   64  167.8544208 16.563661207682667
4   128 171.1784824 16.997733336877705
4   256 301.346608  2.3980763825567775
4   512 382.9070663 4.5847774876628
4   1024    450.6870141 4.127090018965214
4   2048    457.25028039999995  0.7769709466094855

8   1   89.992051   13.706591176952013
8   2   89.7403369  11.516949576802082
8   4   91.0264154  12.130303941331183
8   8   92.4893854  10.863099973874228
8   16  98.1124502  9.304206711578207
8   32  106.08294120000001  11.011854345823448
8   64  116.8840713 11.858789893981005
8   128 165.6307365 4.194206781516506
8   256 299.0563273 1.7006947744408487
8   512 380.3027335 1.4912921694736583
8   1024    449.884586  1.118306107791154
8   2048    458.93582289999995  1.4947618536970664

16  1   88.1154692  15.205258285155985
16  2   82.8992194  12.969632197389108
16  4   80.19792340000001   7.250736102133827
16  8   83.73087679999999   11.806374725321088
16  16  85.7137856  8.146528599810427
16  32  104.632048  15.181101164417107
16  64  112.51849779999999  8.341777273722391
16  128 167.005086  2.931508155860154
16  256 298.81199319999996  1.496628767368301
16  512 378.5599582 0.9613104946742026
16  1024    449.08408310000004  1.667681725389617
16  2048    457.8448088 1.0886080503292082

32  1   89.5420341  15.091556046453563
32  2   85.2688739  12.987355115503721
32  4   79.633149   4.367021551355432
32  8   90.83068    14.828739859036641
32  16  92.2732594  11.268796933472695
32  32  93.9415622  2.61589289024206
32  64  116.8230751 14.006524553200958
32  128 163.78131290000002  3.6039327928320875
32  256 298.0133282 1.185390355214585
32  512 380.69615910000005  0.9453445307813918
32  1024    450.4437302 1.0214112913420137
32  2048    458.98975939999997  1.0005175891061784

64  1   87.7154513  14.531484823458847
64  2   88.48112440000001   11.240913125143937
64  4   93.4744807  15.844892332329836
64  8   92.7718747  13.89982379741926
64  16  94.512054   15.388800901918323
64  32  105.1362635 14.575460516186261
64  64  122.8952525 19.149592885995563
64  128 164.7006864 4.129661480514673
64  256 298.43694519999997  1.5668291438012505
64  512 382.0565648 6.236718314482077
64  1024    450.40000360000005  1.378666594649352
64  2048    460.303434  1.34766589153781

128 1   131.1085893 19.685825349122833
128 2   112.0312886 16.306692570044902
128 4   111.1517912 14.550238957631986
128 8   108.758159  13.917246588888766
128 16  111.7540791 18.73668210551654
128 32  115.8486855 15.727990291775455
128 64  119.93903309999999  11.057052773326573
128 128 165.7372681 4.076535007439246
128 256 301.262742  6.307921497760511
128 512 380.91176   1.0403081784869328
128 1024    452.52608239999995  2.204972769336583
128 2048    461.6591138 4.8349197885996995
